Symbol,Company Name
YINN,Direxion Daily FTSE China Bull 3x Shares
YLCO,Global X YieldCo & Renewable Energy Income ETF
YLD,Principal Exchange
YLDE,ClearBridge Dividend Strategy ESG ETF
YMAB,Y
YMLI,VanEck Vectors High Income Infrastructure MLP ETF
YMLP,VanEck Vectors High Income MLP ETF
YNDX,Yandex N.V. 
YOGA,"YogaWorks, Inc. "
YORW,The York Water Company 
YPF,YPF Sociedad Anonima Common Stock
YRCW,"YRC Worldwide, Inc. "
YRD,"Yirendai Ltd. American Depositary Shares, each representing two ordinary shares"
YRIV,Yangtze River Port and Logistics Limited  
YTEN,"Yield10 Bioscience, Inc.  "
YTRA,"Yatra Online, Inc. "
YUM,"Yum! Brands, Inc."
YUMA,"Yuma Energy, Inc."
YUMC,"Yum China Holdings, Inc. Common Stock"
YVR,Liquid Media Group Ltd. 
YXI,ProShares Short FTSE China 50
YY,YY Inc. 
YYY,YieldShares High Income ETF
Z,"Zillow Group, Inc. "
ZAGG,ZAGG Inc 
ZAYO,"Zayo Group Holdings, Inc. Common Stock"
ZB$A,"Zions Bancorporation, N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating"
ZB$G,"Zions Bancorporation, N.A. Dep Shs Repstg 1/40th Perp Pfd Ser G"
ZB$H,"Zions Bancorporation, N.A. Dep Shs Repstg 1/40th Int Sh Ser H Perp Pfd Stk"
ZBH,"Zimmer Biomet Holdings, Inc. Common Stock"
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology
ZBK,"Zions Bancorporation, N.A. 6.95% Fixed"
ZBRA,Zebra Technologies Corporation 
ZCAN,SPDR Solactive Canada ETF
ZDEU,SPDR Solactive Germany ETF
ZDGE,"Zedge, Inc. Class B Common Stock "
ZEAL,Zealand Pharma A/S 
ZEN,"Zendesk, Inc. Common Stock"
ZEUS,"Olympic Steel, Inc. "
ZF,Virtus Total Return Fund Inc. Common Stock
ZFGN,"Zafgen, Inc. "
ZG,"Zillow Group, Inc. "
ZGBR,SPDR Solactive United Kingdom ETF
ZGNX,"Zogenix, Inc. "
ZHOK,SPDR Solactive Hong Kong ETF
ZION,Zions Bancorporation N.A. 
ZIONW,Zions Bancorporation N.A. 
ZIOP,ZIOPHARM Oncology Inc 
ZIV,Credit Suisse AG 
ZIXI,Zix Corporation 
ZJPN,SPDR Solactive Japan ETF
ZKIN,"ZK International Group Co., Ltd "
ZLAB,Zai Lab Limited 
ZMLP,Direxion Zacks MLP High Income Index Shares
ZN,Zion Oil & Gas Inc 
ZNGA,Zynga Inc. 
ZNH,China Southern Airlines Company Limited Common Stock
ZNWAA,Zion Oil & Gas Inc 
ZOM,Zomedica Pharmaceuticals Corp. Common Shares
ZROZ,PIMCO 25  Year Zero Coupon U.S. Treasury Index Exchange
ZS,"Zscaler, Inc. "
ZSAN,Zosano Pharma Corporation 
ZSL,ProShares UltraShort Silver
ZTO,"ZTO Express (Cayman) Inc. American Depositary Shares, each representing one Class A ordinary share."
ZTR,Virtus Global Dividend & Income Fund Inc. Common Stock
ZTS,Zoetis Inc. Class A Common Stock
ZUMZ,Zumiez Inc. 
ZUO,"Zuora, Inc. Class A Common Stock"
ZYME,Zymeworks Inc. Common Shares
ZYNE,"Zynerba Pharmaceuticals, Inc. "
ZYXI,"Zynex, Inc. "
